标的ID,标的名称,投资记录ID,回款ID,投资金额,回款本金,回款利息,回款时间,是否已回
628199629063168074,ZMGX-10ZX1009,20161104003992774,20161104031156174,100000,8333,950,2017-03-22 00:00:00,未还
628199629063168074,ZMGX-10ZX1009,20161104003992774,20161104031156274,100000,8333,950,2017-04-22 00:00:00,未还
628199629063168074,ZMGX-10ZX1009,20161104003992774,20161104031156374,100000,8333,950,2017-05-22 00:00:00,未还
628199629063168074,ZMGX-10ZX1009,20161104003992774,20161104031156474,100000,8333,950,2017-06-22 00:00:00,未还
628199629063168074,ZMGX-10ZX1009,20161104003992774,20161104031156574,100000,8333,950,2017-07-22 00:00:00,未还
628199629063168074,ZMGX-10ZX1009,20161104003992774,20161104031156674,100000,8333,950,2017-08-22 00:00:00,未还
628199629063168074,ZMGX-10ZX1009,20161104003992774,20161104031156774,100000,8333,950,2017-09-22 00:00:00,未还
628199629063168074,ZMGX-10ZX1009,20161104003992774,20161104031156874,100000,8333,950,2017-10-22 00:00:00,未还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032470574,5500000,428666,63135,2016-11-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032470674,5500000,433846,58214,2016-12-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032470774,5500000,439088,53234,2017-01-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032470874,5500000,444394,48193,2017-02-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032470974,5500000,449764,43092,2017-03-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032471074,5500000,455198,37929,2017-04-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032471174,5500000,460699,32703,2017-05-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032471274,5500000,466265,27416,2017-06-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032471374,5500000,471899,22063,2017-07-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032471474,5500000,477601,16646,2017-08-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032471574,5500000,483372,11164,2017-09-22 00:00:00,已还
741821358291686481,ZMGD-10PH1047,20161104004379674,20161104032471674,5500000,489213,5615,2017-10-22 00:00:00,已还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032962574,1000000,83333,9500,2016-12-03 00:00:00,已还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032962674,1000000,83333,9500,2017-01-03 00:00:00,已还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032962774,1000000,83333,9500,2017-02-03 00:00:00,已还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032962874,1000000,83333,9500,2017-03-03 00:00:00,未还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032962974,1000000,83333,9500,2017-04-03 00:00:00,未还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032963074,1000000,83333,9500,2017-05-03 00:00:00,未还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032963174,1000000,83333,9500,2017-06-03 00:00:00,未还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032963274,1000000,83333,9500,2017-07-03 00:00:00,未还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032963374,1000000,83333,9500,2017-08-03 00:00:00,未还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032963474,1000000,83333,9500,2017-09-03 00:00:00,未还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032963574,1000000,83333,9500,2017-10-03 00:00:00,未还
309871677592153692,ZMGX-10ZX1018,20161104004507174,20161104032963674,1000000,83333,9500,2017-11-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315074,9091000,708545,104356,2016-12-03 00:00:00,已还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315174,9091000,717107,96222,2017-01-03 00:00:00,已还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315274,9091000,725772,87990,2017-02-03 00:00:00,已还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315374,9091000,734541,79660,2017-03-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315474,9091000,743417,71228,2017-04-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315574,9091000,752400,62694,2017-05-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315674,9091000,761491,54057,2017-06-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315774,9091000,770693,45315,2017-07-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315874,9091000,780005,36469,2017-08-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033315974,9091000,789430,27515,2017-09-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033316074,9091000,798969,18453,2017-10-03 00:00:00,未还
421668884582392030,ZMGD-11PH1010,20161104004586074,20161104033316174,9091000,808624,9281,2017-11-03 00:00:00,未还
738568151112809672,ZMGD-10PH1044,20161104004591874,20161104033361674,2200000,356861,22641,2016-11-22 00:00:00,已还
738568151112809672,ZMGD-10PH1044,20161104004591874,20161104033361774,2200000,360727,18968,2016-12-22 00:00:00,已还
738568151112809672,ZMGD-10PH1044,20161104004591874,20161104033361874,2200000,364635,15256,2017-01-22 00:00:00,已还
738568151112809672,ZMGD-10PH1044,20161104004591874,20161104033361974,2200000,368585,11503,2017-02-22 00:00:00,已还
738568151112809672,ZMGD-10PH1044,20161104004591874,20161104033362074,2200000,372578,7710,2017-03-22 00:00:00,未还
738568151112809672,ZMGD-10PH1044,20161104004591874,20161104033362174,2200000,376615,3875,2017-04-22 00:00:00,未还
555860275532786488,ZMQD-09JX7008,20161104005056374,20161104030357174,6000000,0,55000,2016-11-02 09:14:20,已还
555860275532786488,ZMQD-09JX7008,20161104005056374,20161104034796674,6000000,0,52250,2016-12-02 00:00:00,已还
555860275532786488,ZMQD-09JX7008,20161104005056374,20161104034796774,6000000,6000000,52250,2017-01-02 00:00:00,已还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000014774,2200000,171466,25254,2016-12-06 00:00:00,已还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000014874,2200000,173538,23286,2017-01-06 00:00:00,已还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000014974,2200000,175635,21294,2017-02-06 00:00:00,已还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000005174,2200000,177757,19278,2017-03-06 00:00:00,未还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000015074,2200000,179905,17237,2017-04-06 00:00:00,未还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000005274,2200000,182079,15172,2017-05-06 00:00:00,未还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000005374,2200000,184279,13082,2017-06-06 00:00:00,未还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000005474,2200000,186506,10966,2017-07-06 00:00:00,未还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000005574,2200000,188759,8826,2017-08-06 00:00:00,未还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000005674,2200000,191040,6659,2017-09-06 00:00:00,未还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000005774,2200000,193349,4465,2017-10-06 00:00:00,未还
20161104000043353,车融宝-抵押-16110407,20161105000015674,20161105000005874,2200000,195685,2246,2017-11-06 00:00:00,未还
20161105000042259,企融宝-16110561,20161108000024174,20161108000093574,10000,10000,63,2016-12-09 00:00:00,已还
20161105000059441,企融宝-16110541,20161108000028874,20161108000122374,10000,0,114,2016-12-09 00:00:00,已还
20161105000059441,企融宝-16110541,20161108000028874,20161108000122474,10000,0,114,2017-01-09 00:00:00,已还
20161105000059441,企融宝-16110541,20161108000028874,20161108000119274,10000,0,114,2017-02-09 00:00:00,已还
20161105000059441,企融宝-16110541,20161108000028874,20161108000119374,10000,0,114,2017-03-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000028874,20161108000119474,10000,0,114,2017-04-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000028874,20161108000119574,10000,0,114,2017-05-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000028874,20161108000119674,10000,0,114,2017-06-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000028874,20161108000122574,10000,0,114,2017-07-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000028874,20161108000119774,10000,0,114,2017-08-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000028874,20161108000122674,10000,0,114,2017-09-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000028874,20161108000119874,10000,0,114,2017-10-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000028874,20161108000122774,10000,10000,114,2017-11-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000062174,4000000,311757,45917,2016-12-09 00:00:00,已还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000071974,4000000,315524,42338,2017-01-09 00:00:00,已还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000062274,4000000,319337,38716,2017-02-09 00:00:00,已还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000062374,4000000,323195,35051,2017-03-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000072074,4000000,327101,31340,2017-04-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000062474,4000000,331053,27586,2017-05-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000072174,4000000,335053,23786,2017-06-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000072274,4000000,339102,19939,2017-07-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000072374,4000000,343199,16047,2017-08-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000062574,4000000,347346,12107,2017-09-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000062674,4000000,351544,8119,2017-10-09 00:00:00,未还
20161107000098396,车融宝-抵押-16110705,20161108000033874,20161108000072474,4000000,355791,4085,2017-11-09 00:00:00,未还
20161107000088836,车融宝-抵押-16110704,20161108000034174,20161109000009874,10000,10000,63,2016-12-10 00:00:00,已还
20161105000042571,企融宝-16110532,20161108000056174,20161108000114774,206200,0,2367,2016-12-09 00:00:00,已还
20161105000042571,企融宝-16110532,20161108000056174,20161108000114874,206200,0,2367,2017-01-09 00:00:00,已还
20161105000042571,企融宝-16110532,20161108000056174,20161108000107474,206200,0,2367,2017-02-09 00:00:00,已还
20161105000042571,企融宝-16110532,20161108000056174,20161108000114974,206200,0,2367,2017-03-09 00:00:00,未还
20161105000042571,企融宝-16110532,20161108000056174,20161108000115074,206200,0,2367,2017-04-09 00:00:00,未还
20161105000042571,企融宝-16110532,20161108000056174,20161108000107574,206200,0,2367,2017-05-09 00:00:00,未还
20161105000042571,企融宝-16110532,20161108000056174,20161108000107674,206200,0,2367,2017-06-09 00:00:00,未还
20161105000042571,企融宝-16110532,20161108000056174,20161108000115174,206200,0,2367,2017-07-09 00:00:00,未还
20161105000042571,企融宝-16110532,20161108000056174,20161108000107774,206200,0,2367,2017-08-09 00:00:00,未还
20161105000042571,企融宝-16110532,20161108000056174,20161108000107874,206200,0,2367,2017-09-09 00:00:00,未还
20161105000042571,企融宝-16110532,20161108000056174,20161108000107974,206200,0,2367,2017-10-09 00:00:00,未还
20161105000042571,企融宝-16110532,20161108000056174,20161108000115274,206200,206200,2367,2017-11-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000150674,1220000,0,14004,2016-12-09 00:00:00,已还
20161105000059441,企融宝-16110541,20161108000071174,20161108000141374,1220000,0,14004,2017-01-09 00:00:00,已还
20161105000059441,企融宝-16110541,20161108000071174,20161108000141474,1220000,0,14004,2017-02-09 00:00:00,已还
20161105000059441,企融宝-16110541,20161108000071174,20161108000150774,1220000,0,14004,2017-03-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000150874,1220000,0,14004,2017-04-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000141574,1220000,0,14004,2017-05-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000141674,1220000,0,14004,2017-06-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000150974,1220000,0,14004,2017-07-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000151074,1220000,0,14004,2017-08-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000151174,1220000,0,14004,2017-09-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000151274,1220000,0,14004,2017-10-09 00:00:00,未还
20161105000059441,企融宝-16110541,20161108000071174,20161108000151374,1220000,1220000,14004,2017-11-09 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022174,4490000,349947,51542,2016-12-10 00:00:00,已还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022274,4490000,354176,47524,2017-01-10 00:00:00,已还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022374,4490000,358455,43459,2017-02-10 00:00:00,已还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022474,4490000,362787,39344,2017-03-10 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000030874,4490000,367170,35180,2017-04-10 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022574,4490000,371607,30965,2017-05-10 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022674,4490000,376097,26699,2017-06-10 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022774,4490000,380642,22382,2017-07-10 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022874,4490000,385241,18012,2017-08-10 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000022974,4490000,389896,13590,2017-09-10 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000023074,4490000,394608,9114,2017-10-10 00:00:00,未还
20161108000046352,车融宝-抵押-16110802,20161109000002274,20161109000023174,4490000,399376,4584,2017-11-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000068074,10000,0,114,2016-12-10 00:00:00,已还
20161107000010737,企融宝-16110524,20161109000010474,20161109000068174,10000,0,114,2017-01-10 00:00:00,已还
20161107000010737,企融宝-16110524,20161109000010474,20161109000068274,10000,0,114,2017-02-10 00:00:00,已还
20161107000010737,企融宝-16110524,20161109000010474,20161109000071874,10000,0,114,2017-03-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000068374,10000,0,114,2017-04-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000071974,10000,0,114,2017-05-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000072074,10000,0,114,2017-06-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000068474,10000,0,114,2017-07-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000068574,10000,0,114,2017-08-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000068674,10000,0,114,2017-09-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000072174,10000,0,114,2017-10-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000010474,20161109000068774,10000,10000,114,2017-11-10 00:00:00,未还
20161104000051441,企融宝-16110421,20161109000014374,20161109000028074,704400,0,6971,2016-12-10 00:00:00,已还
20161104000051441,企融宝-16110421,20161109000014374,20161109000028174,704400,0,6971,2017-01-10 00:00:00,已还
20161104000051441,企融宝-16110421,20161109000014374,20161109000028274,704400,0,6971,2017-02-10 00:00:00,已还
20161104000051441,企融宝-16110421,20161109000014374,20161109000028374,704400,0,6971,2017-03-10 00:00:00,未还
20161104000051441,企融宝-16110421,20161109000014374,20161109000028474,704400,0,6971,2017-04-10 00:00:00,未还
20161104000051441,企融宝-16110421,20161109000014374,20161109000028574,704400,704400,6971,2017-05-10 00:00:00,未还
20161104000040606,企融宝-16110417,20161109000017274,20161109000052274,347500,0,3439,2016-12-10 00:00:00,已还
20161104000040606,企融宝-16110417,20161109000017274,20161109000052374,347500,0,3439,2017-01-10 00:00:00,已还
20161104000040606,企融宝-16110417,20161109000017274,20161109000052474,347500,0,3439,2017-02-10 00:00:00,已还
20161104000040606,企融宝-16110417,20161109000017274,20161109000052574,347500,0,3439,2017-03-10 00:00:00,未还
20161104000040606,企融宝-16110417,20161109000017274,20161109000047874,347500,0,3439,2017-04-10 00:00:00,未还
20161104000040606,企融宝-16110417,20161109000017274,20161109000052674,347500,347500,3439,2017-05-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000047974,6080000,473871,69793,2016-12-10 00:00:00,已还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048074,6080000,479597,64353,2017-01-10 00:00:00,已还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048174,6080000,485392,58848,2017-02-10 00:00:00,已还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000052874,6080000,491257,53276,2017-03-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048274,6080000,497193,47637,2017-04-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048374,6080000,503201,41930,2017-05-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000052974,6080000,509281,36154,2017-06-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048474,6080000,515435,30307,2017-07-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048574,6080000,521663,24391,2017-08-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048674,6080000,527967,18402,2017-09-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048774,6080000,534346,12342,2017-10-10 00:00:00,未还
20161109000064081,车融宝-抵押-16110803,20161109000017374,20161109000048874,6080000,540803,6208,2017-11-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000076474,123600,0,1419,2016-12-10 00:00:00,已还
20161107000010737,企融宝-16110524,20161109000019474,20161109000083074,123600,0,1419,2017-01-10 00:00:00,已还
20161107000010737,企融宝-16110524,20161109000019474,20161109000083174,123600,0,1419,2017-02-10 00:00:00,已还
20161107000010737,企融宝-16110524,20161109000019474,20161109000076574,123600,0,1419,2017-03-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000076674,123600,0,1419,2017-04-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000076774,123600,0,1419,2017-05-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000083274,123600,0,1419,2017-06-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000083374,123600,0,1419,2017-07-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000076874,123600,0,1419,2017-08-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000076974,123600,0,1419,2017-09-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000083474,123600,0,1419,2017-10-10 00:00:00,未还
20161107000010737,企融宝-16110524,20161109000019474,20161109000077074,123600,123600,1419,2017-11-10 00:00:00,未还
20161109000070196,企融宝-161109ZD1001,20161110000003774,20161110000019974,41800,0,414,2016-12-11 00:00:00,已还
20161109000070196,企融宝-161109ZD1001,20161110000003774,20161110000020574,41800,0,414,2017-01-11 00:00:00,已还
20161109000070196,企融宝-161109ZD1001,20161110000003774,20161110000020674,41800,0,414,2017-02-11 00:00:00,已还
20161109000070196,企融宝-161109ZD1001,20161110000003774,20161110000020774,41800,0,414,2017-03-11 00:00:00,未还
20161109000070196,企融宝-161109ZD1001,20161110000003774,20161110000030074,41800,0,414,2017-04-11 00:00:00,未还
20161109000070196,企融宝-161109ZD1001,20161110000003774,20161110000020874,41800,41800,414,2017-05-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000022074,87600,6827,1006,2016-12-11 00:00:00,已还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000022174,87600,6909,928,2017-01-11 00:00:00,已还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000032074,87600,6993,848,2017-02-11 00:00:00,已还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000032174,87600,7077,768,2017-03-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000022274,87600,7163,686,2017-04-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000022374,87600,7250,604,2017-05-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000032274,87600,7337,521,2017-06-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000022474,87600,7426,437,2017-07-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000032374,87600,7516,351,2017-08-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000032474,87600,7606,266,2017-09-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000032574,87600,7698,178,2017-10-11 00:00:00,未还
20161109000097538,车融宝-抵押-16110904,20161110000013374,20161110000032674,87600,7791,90,2017-11-11 00:00:00,未还
20161108000036465,企融宝-161108TA1003,20161110000013574,20161110000049674,10000,0,99,2016-12-11 00:00:00,已还
20161108000036465,企融宝-161108TA1003,20161110000013574,20161110000049774,10000,0,99,2017-01-11 00:00:00,已还
20161108000036465,企融宝-161108TA1003,20161110000013574,20161110000058874,10000,0,99,2017-02-11 00:00:00,已还
20161108000036465,企融宝-161108TA1003,20161110000013574,20161110000058974,10000,0,99,2017-03-11 00:00:00,未还
20161108000036465,企融宝-161108TA1003,20161110000013574,20161110000049874,10000,0,99,2017-04-11 00:00:00,未还
20161108000036465,企融宝-161108TA1003,20161110000013574,20161110000049974,10000,10000,99,2017-05-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000450274,10000,0,114,2016-12-11 00:00:00,已还
20161105000039571,企融宝-16110531,20161110000014974,20161110000445974,10000,0,114,2017-01-11 00:00:00,已还
20161105000039571,企融宝-16110531,20161110000014974,20161110000446074,10000,0,114,2017-02-11 00:00:00,已还
20161105000039571,企融宝-16110531,20161110000014974,20161110000446174,10000,0,114,2017-03-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000450374,10000,0,114,2017-04-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000450474,10000,0,114,2017-05-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000450574,10000,0,114,2017-06-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000446274,10000,0,114,2017-07-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000446374,10000,0,114,2017-08-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000446474,10000,0,114,2017-09-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000446574,10000,0,114,2017-10-11 00:00:00,未还
20161105000039571,企融宝-16110531,20161110000014974,20161110000450674,10000,10000,114,2017-11-11 00:00:00,未还
20161109000085954,车融宝-抵押-16110903,20161110000017274,20161110000056574,210000,34063,2162,2016-12-11 00:00:00,已还
20161109000085954,车融宝-抵押-16110903,20161110000017274,20161110000044474,210000,34433,1810,2017-01-11 00:00:00,已还
20161109000085954,车融宝-抵押-16110903,20161110000017274,20161110000044574,210000,34806,1456,2017-02-11 00:00:00,已还
20161109000085954,车融宝-抵押-16110903,20161110000017274,20161110000044674,210000,35183,1098,2017-03-11 00:00:00,未还
